"participant_id","questionnaireItem_id","answer"
182,62,Falta responsividade ao rotacionar os objetos e seria muito bom poder manipular o mesmo objeto com as duas mãos
182,63,A capacidade de deixar as coisas &#34;flutuando&#34; e também poder visualizar de qualquer ângulo que seja mais confortável são melhorias significativas na &#34;qualidade de vida&#34;
182,64,O tracking das mãos deixaram a desejar principalmente rotacionando os objetos
182,65,A capacidade de manipular um mesmo objeto com as duas mãos seria ótimo e no geral aprimorar o hand tracking
182,66,"Para a montagem de quebra cabeças 3d essa solução não é a melhor na minha opinião pois sentir com as mãos as peças ajuda na agilidade para realizar a tarefa,  porém os objetos flutuando ajudam na organização"
183,62,Dificuldade com a iluminação direta na vista
183,63,Foi muito divertido
183,64,Foi tranquilo
183,66,A praticidade de estar com as mãos livres é tambem nao perder o vínculo com a realidade
184,62,"O  fato dela ser preto-e-branco atrapalhou a imersão, também ocorria uma espécie de &#34;blur&#34;, que estragava um pouco a imersao"
184,63,"A música é agradável o jogo bem construído e dinâmico, reconheceu as pegadas direitinho, até mesmo com duas maos"
184,64,"Não, foi tranquilo, até mesmo para observar diferentes ângulos no quebra cabeça"
184,65,"Realmente a única coisa que me incomodou citei acima, ser preto e branco é o blur ao mover a cabeça"
184,66,"Sim! É uma forma cativante de fazer algo que antes d aziamos fisicamente, sem ocupar espaço, sujar ou atrapalhar outrem"
185,64,"Problemas com a responsividade de alguns gestos, desalinhamentos do conteúdo e aberturas acidentais do menu principal"
186,63,Gosto de inovações. Experimentar e testar novas possibilidades tecnológicas me interessam muito. Acho que a interação indivíduo-tecnologia é o futuro do ensino-aprendizagem.
186,64,Sim. Não tenho familiaridade nenhuma com esse tipo de equipamento/tecnologia.
186,65,Testar sempre mais.
186,66,"Sim. Não sou fã de games, mas passaria horas jogando em algo assim."
188,63,"Toda experiência foi muito divertida, principalmente parte do jogo se mesclar com o ambiente real que o usuário está inserido"
188,64,"No começo foi mais difícil pegar as peça,mas conforme o jogo passava os movimentos ficaram mais fáceis"
189,62,Não tive experiências negativas.
189,63,"Foi uma experiência muito divertida, até esqueci do mundo ao redor e poderia ficar mais tempo. As peças são bem representadas e há uma boa interação entre as peças e o mundo real."
189,64,"Um pequeno problema na hora de selecionar o nível, talvez fosse interessante um comentário sobre como selecionar."
189,66,É bem mais divertido que uma solução no celular por exemplo.
190,63,É muito divertido interagir com os elementos
190,64,No começo foi difícil compreender a profundidade
190,65,Não
190,66,Achei mais suave e natural do que usar  controles integrados
191,62,"Em alguns momentos, a solução não identificava corretamente o objeto com o qual eu queria interagir. Em um momento, rotacionei todo o ponto de vista do jogo por acidente e demorei para descobrir como entrar no menu do equipamento e recentralizá-lo."
191,63,"Foi muito satisfatório entender o funcionamento da solução e aprender a jogar o jogo por conta própria, de forma intuitiva."
191,64,Houve alguns problemas relacionados à identificação da minha intenção quanto aos objetos que eu queria mover ou rotacionar.
191,65,É preciso trabalhar no reconhecimento da intenção do usuário.
191,66,Não conheço outras soluções para comparar.
192,62,"Os óculos são um pouco pesados, então as vezes minha visão saiu do foco das imagens."
192,63,É uma experiência diferente e divertida.
192,64,Apenas com os objetos um pouco turvos quando eles saíam do foco devido ao peso dos óculos.
192,65,Acredito que não.
192,66,"Apenas tinha testado óculos que cobrem totalmente a minha visão do mundo anterior, eles são muito mais cansativos para a vista, além de gerar preocupação em relação ao mundo em sua volta. Acredito que esta solução,  onde ainda é possível enxergar o mundo real, tenha sido melhor."
193,62,Poderiam ter níveis mais desafiadores.
193,63,"A qualidade do jogo é incrível, pude rotacionar as peças e todos os objetos de forma muito satisfatória. 
Os comandos do jogo são fáceis e intuitivos.
O jogo é bonito, me divertiu e me surpreendeu."
193,64,"Tive dificuldade para escolher o nível o jogo, precisei de auxílio.
Os textos foram difíceis de ler."
193,65,"Adorei, gostaria de usar mais e poder explorar a solução."
193,66,"Não tenhomuita experiência, mas foi o melhor que já usei."
194,62,Acredito que nos últimos 5 min me senti bem mal e enjoada.
194,63,"Uma experiência divertida e inovadora, senti vontade de continuar jogando, mas não conseguiria devido ao fato de ter me sentido mal"
194,64,Senti enjoo e tontura
194,65,Não
194,66,"Acreditoqueo contraste ainda precisa ser aprimorado. No ambiente muito claro, fica um pouco difícil perceber a delimitação do espaço"
195,62,"Para que eu conseguisse buscar blocos que voavam para longe tive que me apoiar na cadeira e estender o braço.
Varias vezes ao invés de selecionar o bloco de encaixe fora selecionado a caixa inteira"
195,63,Consegui sem muitas dificuldades rotacionar os blocos
195,64,Nada em especial
195,65,"Melhorar a maneira em como o programa reconhece as mãos.
Não tenho nenhuma sugestão em especial, porém ver duas mãos (a minha propria e o contorno) não pareceu uma experiencia ideal."
195,66,"Não, não vi nada em especial nessa solução com relação as outras."
196,62,Apenas cansaço no braço
196,63,"Muito interessante, me surpreendeu positivamente com as imagens e efeitos sonoros"
196,64,Não
196,65,Não
196,66,"Sim, considero adequada por apresentar efeitos sonoros, destaque ao pinsar o objetoe alterações de cores"
198,62,Cansaço nos braços
198,63,"Jogo interessante,  boa trilha sonora, relaxante"
198,64,As vezes meu movimento de pinça não era reconhecido.  Esqueci que podia usar as duas mãos no início e usei só uma por um período.  Depois de um tempo que entendi como segurar os objetos depois de selecionar eles pousando a mão sobre eles.
198,65,"Um pequeno tutorial no começo sobre como pegar os itens, como um gif curto mostrando como interagir."
198,66,"Sim, usar um mouse para mover um item em três dimensões parece ser mais difícil."
197,62,O menu de escolha das fases não dá dica de como escolher a fase; a interação de &#39;agarrar&#39; os objetos nem sempre ocorre conforme esperado;
197,63,A forma de interação é inovadora
197,64,dificuldade em interagir com os objetos virtuais
197,65,"hint na forma de animação na tela de escolha de fase, indicando interação de toque"
197,66,"Não necessariamente. Existiria uma dificuldade menor para interagir com objetos físicos. Entretanto, a solução holográfica engaja mais por ser diferente"
199,62,Não senti uma boa responsividade de movimentos rápidos.
199,63,Foi relaxante.
199,65,Equilibrar o peso da frente com o peso de trás deixaria o uso do headset mais confortável.
199,66,"Acredito que para um primeiro contato seria melhor. No entanto, acho que se fosse no teclado, e eu memorizasse os comandos, seria mais rápido do que no óculos."
200,62,"Não foi possível sentir fisicamente os hologramas como objetos reais.
Nem sempre o aparelho reconheceu corretamente os gestos das mãos, levando as peças para posições diferentes das que eu desejava."
200,63,"Possibilitou interagir com um ambiente virtual tridimensional.
Apresentou uma nova forma de interagir com software e jogos.
Trouxe uma maior imersão para o ambiente virtual do que seria possível com computadores ou consoles tradicionais."
200,64,"Sim, o jogo nem sempre reconheceu corretamente os gestos das mãos, o que acabava levando as peças para locais incorretos e deixando a experiência um pouco menos imersiva."
200,65,"Gostaria que o vídeo de fundo da câmera, em vez de ser monocromático, pudesse ser um pouco mais colorido para se assemelhar um pouco mais com a realidade. Para ser possível diferenciar esse fundo do ambiente do jogo, poderia ser aplicado um filtro de desfoque ou de cores desbotadas."
200,66,"De certa forma sim, porque ela é mais imersiva ao permitir que o usuário experimente um ambiente virtual tridimensional ao ver e interagir com o aparelho. Isso resulta numa experiência mais prazerosa e mais próxima ao vivenciado no mundo real."
202,62,"Em alguns momentos eram selecionados objetos aos quais eu não desejava ter selecionado, por exemplo a &#34;caixa&#34; que contém o tabuleiro"
202,63,Foi fácil de entender como utilizar minhas mãos para guiar os objetos
202,64,"Tive dificuldade em alguns momentos para centralizar a caixa que contém o tabuleiro novamente, já que em alguns momentos eu a selecionava sem querer"
202,66,Sim. Acredito que a experiência tridimensional que a solução oferta supera às outras soluções.
203,62,Tive experiência negativa apenas por não conseguir adivinhar os encaixes de maneira rápida e senti um certo incômodo pelo peso do aparelho na cabeça
203,63,Me senti muito imersa ao jogo
203,64,"Não, achei bem intuitivo e interessante"
203,65,Não
203,66,"Não, acho que nenhum outro meio seria tão imersivo"
204,62,Pouca destreza para selecionar a peça quando inserida na caixa. As vezes mexia a caixa ao invés da peça.
204,63,Foi em confortável interagir.
205,62,"Controles ruins. Sistema que não identifica minhas ações,  ou pior, identifica ações que eu não fiz. Jogo pouco divertido no tempo que joguei, parece que as fases mais difíceis eram mais interessantes do que as primeiras fases. Muito cansaço físico nas mãos, braços,  costas e na parte superior do corpo como um todo. Interação pouco natural. Fiquei imaginando que esse mesmo desafio usando peças de madeira seria muito mais divertido do que usar um sistema pouco responsivos de holografia."
205,63,"Foi interessante tentar resolver os desafios, no sentido de que a resposta do desafio vinha sem um caminho determinado, mas aparecia de forma intuitiva. Acredito que essa experiência é do próprio jogo (enquanto desafio) não do sistema holográfico. A música do sistema holográfico era boa, agradável. Foi divertido usar o sistema de forma não esperadas, por exemplo jogar objetos longes ou até os objetos uns contra os outros."
205,64,"Muito incomodo físico,  dor e cansaço.  O sistema não reconhecia minhas ações.   Sistema interpretava ações que eu não fiz."
205,65,"Melhorar as affordances de objetos que foram pesados ou não pesados. Criar elementos de interação mais divertidos do que olhar pra uma tela cinza, sem graça e com tudo quadrado, geométrico. Mesmo no tetris comum tinha música que mudava, aceleração,  brilho, entre outros elementos que deixavam a interação muito mais divertida. O jogo poderia ser mais divertido e possuir maiores elementos para provocar uma interação mais espontânea, graciosa, encantadora e que provoca maior engajamento."
205,66,"De forma nenhuma. Eu preferiria muito mais jogar tétrico normal ou usar peças de madeira do que usar uma solução que foi mais sem graça, cinzenta, que nao entendeu minha interação e que me provocou dor"
206,62,"Dificuldades ergonômicas para posicionar o painel e pegar alguns objetos para encaixar. Fiquei com cansaço no braço e ombros. 
Esse form deveria estar num laptop para ser mais preencher os campos abertos. Tablet é mais difícil e nos incentiva a escrever menos."
206,63,"Manipular os objetos, rotacionar e encaixar foram boas experiências."
206,64,Mão passava alguns objetos e era difícil as vezes pega-los. Estou cansando de escrever no Tablet.
206,65,"O jogo iniciou com o painel muito embaixo do rosto e tive dificuldade de reposiciona-lo.
Várias perguntas aqui parecem assumir que seria bom se achassemos o jogo algo real no sentido físico do espaco,  mas me parece que esse não eh o propósito dele. 
Há uma questão sobre o som, por ex, ele é real, está no dispositivo.  Não é a ideia do jogo que eu ache que o som está vindo de outra parte do ambiente."
206,66,Pra responder isso eu precisaria usar alternativas.  Posso dizer que ela é interessante pela possibilidade de manipulação 3d no espaço físico.
207,62,Alguma frustração por não conseguir concluir a última experiencia
207,63,A sensação de interagir no ar com peças virtuais é muito gostosa e os sons muito agradáveis e motivadores
207,64,"Não, apenas alguma movimentação a mais com as mãos para realizar os movimentos mas bem ok"
207,65,Nao
207,66,Sim para estimular a abstracao
208,62,"Ardência nos olhos com o tempo, um dos objetos escapou da mão e caiu na perna, foi preciso reiniciar a fase para continuar,"
208,63,"Fácil uso, aprendizado rápido e instintivo"
208,64,"um dos objetos escapou da mão e caiu na perna, foi preciso reiniciar a fase para continuar"
208,65,"Faltou uma instrução sobre o movimento do espaço cinza, onde as peças podem ser encaixadas"
208,66,"Não, acredito que a atividade quando feita no mundo &#34;fisico&#34; permite maior liberdade de movimento e menos falhas, quando comparado a um usuário iniciante da solução holografica"
209,62,"Deu um pouco de dor de cabeça, mas o geral foi legal"
209,63,Jogo interativo e legal de usar
209,64,Só para pegar a peça algumas vezes
209,65,Não
209,66,"Acho que vai por cada pessoa, se prefere realidade virtual ou não."
210,62,"O gesto de pinça não é perfeitamente reconhecido.
 A rotação do objeto é pouco sensível e é necessário pegar e soltar muitas vezes pra rotacionar o suficiente"
210,63,"É bom poder deixar as peças espalhadas de acordo com minha vontade, e o encaixe é bem responsivo de forma que eu não precise fazer o gesto perfeito pra ser reconhecido"
210,64,Não enfrentei
210,65,Não
210,66,"Para jogos não, devido às limitações de hardware e o alto custo agregado a esse tipo de aparelho, mas pode ser muito divertido"
211,62,Nenhuma
211,63,"Foi muito interessante resolver o problema usando uma solução holográfica, me senti muito mais imersa e focada"
211,64,"Sim, acabei abrindo o menu de controle sem querer algumas vezes e as peças não se comportavam da forma que era solicitado as vezes"
211,65,Não
211,66,"Sim, porque proporciona uma experiência muito mais Imersiva, realista e interessante"
212,62,Em alguns momentos eu tive que repetidamente fazer a mesma ação para conseguir pegar os objetos pois eles não eram segurados corretamente. Também demorei um pouco de tempo até perceber que para segurar com mais eficiência era melhor encostar os dedos em vez que apenas tentar segurar os objetos com um espaço entre eles como se houvesse um objeto real.
212,63,"Experiência divertida, gostei muito da forma de interação com a mão do mundo real, era bem preciso o reconhecimento dos movimentos gerais e até mais complexos das mãos."
212,64,"Dificuldade em segurar os objetos na primeira tentativa, eram necessárias algumas tentativas."
212,65,Não.
212,66,Sim. Ela cria infinitas possibilidades.
214,62,ás vezes atravessa os objetos ou não conseguia manuseá-los.
214,63,"Experiência diferente e inovadora, muito parecido com a realidade"
214,64,não
214,65,Ajustar o manusear dos objetos
214,66,"Sim, por permitir a interação com o mundo em volta."
213,62,Depois de alguns minutos tive cansaço no braço
213,63,Foi meu primeiro contato com a tecnologia e foi divertido conhecer. Fiquei curioso para ver outras aplicações com realidade aumentada.
213,64,Acessei o menu acidentalmente duas vezes
213,65,"Acesso ao menu poderia ser modificado, talvez ficar um pouco mais distante da movimentação dos blocos"
216,63,Gostei bastante da interação com as peças e as respostas visuais e auditivas às ações que fazia.
217,62,As vezes eu acabava por pegar a peça errada
217,63,"Foi divertido entender o funcionamento do jogo, além de poder interagir bem com as peças (poder jogar elas longe foi um a mais)"
217,64,As vezes eu acelerava muito o movimento e o tempo de resposta não condizia
217,65,Não
217,66,Desconheço outras soluções
215,62,Às vezes não reconhecia quando segurava ou soltava bloco.
215,63,"Era fácil rotacionar as peças, inclusive com as duas mãos."
215,64,Não
215,65,Talvez poder segurar as peças com outros dedos.
215,66,"Sim pois com controles tradicionais não possuímos tanta facilidade para manejar as peças quanto temos na solução holográfica, que é mais próximo da forma que naturalmente manejamos objetos."
218,62,"O uso do capacete foi cansativo e pesado . Especialmente a amarra que acabou apertando um pouco, mas sem ela bem fixada não me sentiria tão seguro de usar devido ao peso. O jogo é divertido, porém eu me senti um pouco perdido nas mecânicas,  isto é,  como é o movimento manual específico para pegar uma peça? Seria interessante também sentir que tenho &#34;poderes&#34;, como poder levitar as peças sem encostar nelas."
218,63,"Muito divertido. Engajou-me do início ao fim. O que me surpreendeu foi como o mundo ao redor continuava ali, apesar de preto e branco. As cores do jogo eram muito boas e senti que  o sistema leu muito bem meus movimentos."
218,64,Um pouco pesada e quente.
218,65,Relatei anteriormente: apostar em &#34;poderes&#34;. Melhorar as instruções de movimentos específicos.
218,66,"Sim. Mais divertido, inovador e diferente. O fato de ser 3D é muito legal."
219,62,"Mais próximo do fim, comecei a sentir mais o peso do óculos."
219,63,A resposta ao pegar um objeto era satisfatório.
219,64,As vezes era difícil de girar um objeto.
219,65,"Não vi se tinha a opção de controlar o nível de abstração da realidade, mas seria interessante."
219,66,Não sou capaz de opinar.
220,62,"Foi um pouco complicado, de início,  conseguir segurar os objetos e iniciar o jogo. Tive que trocar de aparelho por conta disso."
220,63,"O jogo é muito divertido,  especialmente após a primeira fase. A partir da segunda, os quebra-cabeças são em 3D, dando sentido ao jogo ser interagido por meio do headset."
220,64,Não consegui segurar objetos ou interagir com o menu no início do jogo.
220,65,Acredito que não tenho conhecimento suficiente no desenvolvimento de uma solução holográfica para isso.
220,66,"Sim, pois ao interagir holograficamente, o encaixe das peças em 3D faz mais sentido. Acredito que se em vez de hologramas,  fosse um jogo com headset e controle, a experiência seria pior, pois se perderia a &#34;sensação&#34; de pegar as peças e rotacionar o plano com o movimento dos dedos/mãos."
221,63,Gostei dos efeitos sonoros e o jogo é bem relaxante
221,64,As vezes eu soltava a peça e ela saia pra longe
221,66,Acredito que esteja um pouco acima mas não testei muitas
140,62,Senti um pouco de dificuldade em virar os blocos para encaixar.
140,63,"O jogo trabalha bem o raciocínio em resolver problemas, assim desenvolvendo o raciocínio lógico."
140,64,Por ser minha primeira usando odiei a interface do equipamento um pouco sensível e fiquei um tempo tentando retomar o jogo quando sem querer entrei no menu do equipamento.
140,65,Acho que ter mais opções de músicas e poder jogar sem som também.
140,66,"Acho uma boa solução, mas não usado somente de, mas em combinação com a realidade virtual e poder pegar realmente os ideas, principalmente usado com crianças em fase de desenvolvimento de habilidades finas e motoras."
222,62,"Teve uma única vez, mas início que peca não reconheceu eu gesto."
222,63,Cores e dimensões das peças.
222,65,"Outro jogo, tipo dirigir"
222,66,"Sim, porque envolve a pessoa no jogo,  e o usuário participa mais."
223,63,O manuseio interativo é bastante agradável.  Rápida adaptação ao manuseio dos objetos
223,64,Não
223,65,Não
223,66,Para este jogo facilitou o manuseio das peças devido a interação tridimensional que outras plataformas não possibilitam
227,63,"nunca tinha usado esse equipamento, então fiquei curioso e gostei bastante do jogo."
227,64,não
227,65,não
227,66,"sim, porquê é uma inteligencia artificial, que faz você parecer estar em outro ambiente."
228,62,Dificuldade inicial em razão da falta de experiência prévia.
228,63,A possibilidade de interagir com o virtual.
228,64,"Sim, no início, por falta de noção de espaço."
228,65,"Creio que o jogo poderia interagir mais com o usuário, não apenas fornecendo instruções,  mas dialogando sobre a atividade à medida em que o usuário fosse optando por determinadas caminhos"
228,66,"Considero, em função da interação mais próxima do que seria o objeto virtual no mundo real."
229,62,Um pouco de medo antes de usar.
229,63,"O Thiago conduziu tudo muito bem e a experiência foi alegre, empolgante e divertida. Penso que o cubismo, além da diversão, pode contribuir para o desenvolvimento neuronal. Cores e som agradáveis."
229,64,"Não enfrentei problemas, pois foi muito agradável."
229,65,"A boa música, erudita, que acompanhou o jogo foi sensacional."
229,66,Penso que possa ser uma forma de socializar diversos jogos que contribuem para a saúde e desenvolvimento humanos para um público cada vez maior.
230,62,"Em alguns momentos os objetos ficavam presos em minhas mãos, eu chegava a tira o modelo do lugar"
230,63,"divertido, os alertas sonoros são eficazes"
230,64,Não consegui montar um quebra-cabeça
230,65,"Poderia não ter tantas interferências da mão no gabarito, e as peças poderiam se soltar com mais facilidade, as vezes ficavam grudadas nas mãos e saiam do lugar"
230,66,"Não tenho uma opinão muito consistente sobre isso, mas penso que é uma boa alternativa sim"
233,62,sensação de frustração inicial
233,63,"Após concluir os primeiros níveis, foi mais simples e divertido ir evoluindo."
233,64,"Sim, as peças são bem sensíveis e perdia o controle do jogo com alguns toques."
234,62,Deslocar o tabuleiro ao tentar encaixar as peças.
234,63,"Possibilidade de desenvolver o raciocínio rápido, imersivo e aprender a ter movimentos calmos, leves e precisos."
234,64,Não.
234,65,"Não, achei incrível a percepção."
234,66,"Sim, embora é possível ver o mundo real, a imersão é completa. A música te faz imergir e pensar da maneira necessária para realizar as tarefas."
235,62,NÃO OBTIVE.
235,63,"Me senti estimulada,  foi prazeroso."
235,64,Não
235,65,Não
235,66,Considero.
236,62,Apenas um leve desconforto no pescoco
236,63,Interação e diversao
236,64,Gravidade e pinça de manuseio
236,65,Precisão
236,66,Sim. Praticidade
237,62,Selecionar sem querer a caixa ou não conseguir seleciona-la quando queria.
237,63,Completar cada quebra cabeça!
238,62,"Algumas vezes senti que não respondia muito bem, e senti falta de dicas visuais após um determinado tempo para completar a fase e não me frustrar."
238,63,"Ideia inovadora, usa bem das funcionalidades do headset."
238,64,Não.
238,65,Dicas visuais para finalizar as fases.
238,66,"Não, porque não experimentei outras do tipo para comparar."
239,62,O dispositivo não acompanhou as mãos com rapidez e amplitude adequadas.
239,63,"Avaliando isoladamente do dispositivo, o jogo é adequadente desafiador."
239,64,O dispositivo não acompanhou as mãos com rapidez e amplitude adequadas.
239,66,O jogo não explora os potenciais da tecnologia.
240,62,Quando vai chegando nas fases mais difíceis da um pequeno sentimento de raiva que nenhum peça se encaixa. Em algum momento o holograma se moveu e não consegui voltar para o centro e tive que me virar de lado na cadeira para usar as peças.
240,63,"Adorei a música pra acalmar, também achei interessante por ser um jogo de nostalgia e estamos acostumados a joga-lo no computador, ao poder utilizar no formato mais &#34;real&#34; foi bem mais proveitoso. Poder girar as peças e inserir na caixa foi muito gratificante."
240,64,Uma pequena dificuldade quando joguei um peça pro lado sem perceber e ai o holograma inteiro se mudou para o meu lado esquerdo e não achei o botão para retornar ao centro.
240,65,"Sugiro talvez ser realizado em pé para poder ficar girando em torno da caixa, em cima de uma mesa para ter uma experiência melhor em colocar as peças dentro da caixa."
240,66,"Sim, parecia mais real e achei mais fácil para inserir as peças dentro da caixa."
241,62,Acho que se for usado por muito tempo pode doer o braço. Tive que ficar com ele levantado.
241,63,Todas.
241,64,"Problemas básicos, como a sensibilidade do ponteiro no início estava muito alta."
241,65,Para tarefas mais sérias seria interessante reduzir o espaço de movimento para não cansar os braços.
241,66,Com certeza
243,62,tive dificuldade de rotacionar objetos e ter noção de profundidade
243,63,Foi agradável e facil de entender
243,64,tive dificuldade de rotacionar objetos  e ter noção de profundidade
243,65,Deixar menos opaco os objetos e dar uma melhor noção de profundidade do tabuleiro em relação aos objetos
243,66,"Não, creio ser apenas uma forma alternativa, porem com algumas dificuldades na manipulação dos objetos."
244,62,"Desconforto geral em usar o aparelho, por ser um pouco pesado demais. A imagem não ficou muito focada."
246,62,"Muito raramente não conseguia selecionar um bloco com as mãos, mas bastava apenas tentar de novo e eu obtia êxito."
246,63,"Me diverti muito com o programa, pois me interesso bastante por realidade virtual e, depois da experiência, a achei bem agradável, a música de fundo estava tranquila e adorei interagir com os blocos."
246,64,Não enfrentei nenhum problema.
246,65,Não tenho sugestões.
246,66,"Eu acho que a solução holográfica acaba sendo melhor neste tipo de situação pois ela permite que o usuário interaja da mesma forma, sem ter que gastar nenhum material físico, como seria utilizado em outras soluções. A partir disso, considero a solução holográfica uma solução mais sustentável e que propõe um espaço mais livre."
247,62,"- Em certos momentos eu tentava selecionar um objeto para poder encaixar ele no local, mas acabava selecionando o molde de encaixe, eu acho que essa funcionalidade e importante de mudar o molde de lugar, mas era para ter como fixá-lo em um local"
247,63,"- boa manipulação virtual
- facilidade de visualização e interação"
247,64,"sim, em alguns momentos eu tentava rotacionar muito o objeto em um giro muito longo com a mão e era desconfortável"
247,65,- criar opção de fixar o molde de encaixe das peças
247,66,sim. possui uma interface amigável interativa e simples.
248,62,O ato de tocar é um pouco impreciso e a profundidade me confundiu um pouco.
248,63,A mistura entre realidade e as holografias são ótimas! Os estímulos auditivos e visuais como as cores são ideias para o jogo.
248,64,Não.
248,65,Talvez alterar um pouco o quesito profundidade um pouco mais aparente.
248,66,"Eu acredito que não, por motivos de fácil irritabilidade com a imprecisão do toque ao &#34;jogar&#34;."
249,62,algumas peças precisavam ser tocadas por mais de duas vezes para serem selecionadas
249,63,"interação maneira, achei muito legal"
249,64,ao tocar algumas peças não era solucionadas
249,66,nunca testei outras para compara-las.
250,62,Não tive experiências negativas
250,63,"Além de me proporcionar acesso a um tecnologia futurística, tive o prazer de experimentar sem nenhum problema."
250,64,Não.
250,65,Não.
250,66,"Não tenho opinião formada, pois é algo que descobri existir a pouco tempo."
251,63,Achei muito agradável pode manipular objetos e girar e poder posicionar o menu ao meu agrado.
251,66,"Acho uma opção muito agradável e futurista, causa uma sensação boa e optaria por vezes utiliza-la."
253,62,Os braços ficam um poucos cansados por estarem suspensos no ar e as vezes as peças &#34;escapam&#34; da rotação que eu queria
253,63,"Jogo divertido, gostei muito da experiência de &#34;tocar&#34; algo holográfico, muito bom para distrair por um tempo."
253,64,"O meu maior problema foi ao perder as peças, as vezes queria encaixa-las de uma forma e elas acabavam ficando de uma maneira que eu não desejava."
253,65,"A &#34;base que serve para montra o jogo poderia ser fixa, assim não correria o risco que ficar tirando ela do lugar sem querer."
253,66,"É uma experiência diferente, mas ainda prefiro a forma física."
254,62,"Senti dor no ambro após um tempo, girar as peças também foi meio chatinho"
254,63,"Muito divertido, nunca tive contato antes e achei sensacional"
255,62,So tive como negativo alguns hologramas &#34;fantasmas&#34; que as vezes confundiam
255,63,Achei uma interface muito bonita e com muitos gestos práticos
255,64,Nao
255,65,Nao
255,66,"Sim, foi uma experiência no geral bem agradável mesmo eu nunca tendo experenciado algo antes"
256,62,"Achei que dentro o tempo do jogo (15 min) pude ter pouca experiencia com o jogo em 3d (fase 2). Tive de concluir 6 niveis do jogo, para somente depois poder jogar em 3d, e isso me tirou a possibilidade de trabalhar com essa perspectiva. Além disso, inicialmente foi complicado pra mim entender como funcionava o pegar as peças e o saber qual a distancia pra eu estar do objeto. Acredito que se tivesse mais alguns tutorias ou em torno de 2-3 vezes pegando a peça e colocando ela no lugar, seria melhor e me deixaria mais preparado pra jogar o jogo. Acredito que o 2 nivel deveria ser liberado logo após termos concluido 3 fases do nivel 1. Além disso, inicialmente, tive o prssentimento que tinha uma linha entre meus dois olhos, que fazia com que a visão borrasse um pouco com pontos pretos dessa linha (divisória dos olhos)"
256,63,"O jogo é muito interessante, o trabalhar com o jogo em 2d e 3d, principalmente o 3d é muito legal, Os sons estão muito bem feitos e adaptativos as escolhas e movimentos do jogador. Além disso, o menu é bem feito, o &#34;jogar&#34; as peças no espaço, no ambiente que elas devem ficar e o retirar ao errar também foram muito bons. A escolha de cores diferentes das peças tbm é muito boa e por fim a explicação do tiago de como funciona e tirar duvidas foram boas tbm"
256,64,"enfrentei uma dificuldade de noção de espaço inicialmente, depois dificuldade em liberar o modo 3d (fazer 6 fases iniciais). Além disso tive dificuldade em fixar a visão no inicio, parecia que tinha uma linha preta no meio dos meus olhos."
256,65,"Liberar o nivel 2 com metade do nivel 1 concluido, pra liberar a experiencia do jogo de trabalhar com 3d dentro do tempo de 15 minutos."
256,66,"Acredito que sim, porem é a primeira vez que utilizo uma solução holográfica"
257,63,Essa nova experiência foi bastante divertida e me deixou bastante animado e curioso referente a tecnologia.
257,64,"Sim, algumas vezes durante o uso tive dificuldades de manipular e controlar os objetos."
257,65,"No geral, só tornar mais fácil a manipulação dos objetos, nos atos de segurar e soltar."
257,66,"Sim, dentre as outras soluções que já testei, está foi a mais completa e imersiva."
258,62,"Movimentar os objetos no próprio eixo foi um pouco cansativo, muito esforço foi necessário para realizar esse tipo de ação."
258,63,"Divertido e intuitivo de utilizar. Por mais que se trate de um jogo simples, a interação foi muito boa."
258,64,"Algumas vezes, os objetos saiam do meu campo de visão e eu ficava a procura deles."
258,65,"Além da interação por toque, acho que seria interessante ter botões na interface. Ex: selecionar um objeto e poder girá-lo com um slider."
258,66,"Sim. É prático, intuitivo e divertido."
259,62,Não tive.
259,64,Eu acredito que apesar de ser intuitivo o modo de uso (como pinçar para pegar algum objeto holográfico) algumas pessoas que não tiverem essa instrução podem sentir dificuldade para interagir com os objetos.
259,65,Acho que é muito importante pois ter uma realidade misturada ajuda a pensarmos ideias de forma tridimensional mas virtualmente. Pra minha área será muito útil.
260,62,"as vezes quando você solta um objeto para uma determinada posição, ele para em outra completamente oposta."
260,63,poder rodar o ambiente para encaixar as peças facilita muito o entendimento do desafio proposto.
260,64,não.
260,65,não.
260,66,"sim, pelo fato da interação com os blocos ser mais intuitiva."
262,63,Interação intuitiva.
263,62,Alguns dos comandos não estava sendo correspondidos a expectativa.
263,63,a interação foi satisfatória ao ponto de curti fazer os exercícios.
263,64,"Sim, somente a falta de respostas à alguma das interações."
263,65,Ter uma melhor resposta aos comandos.
263,66,"Para ter uma experiência diferente creio que sim, entretanto o meio físico(jogo com as peças físicas) é tão recompensador quanto. Apesar de não ser tão boa quanto o meio físico, pode, sim, ser substituída pelo jogo holográfico."
264,62,Senti um pouco de dor de cabeça no fim do experimento e enjoo enquanto preenchia o questionário.
264,63,"É uma experiência inovadora para pessoas que não tem acesso a essas tecnologias, o que me causou uma boa ansiedade e vontade de continuar realizando o experimento."
264,64,"Não consegui enxergar muito bem os elementos e entender de primeira a profundidade, pois tenho miopia e astigmatismo. Mesmo assim foi proveitoso."
264,66,Acho que são propostas diferentes que apresentam experiências diferentes. Não consigo comparar.
265,62,"Eventualmente, acontecia de querer fazer um giro na peça, e eu não conseguia realizar o movimento."
265,63,Conseguir terminar antes do tempo previsto e perceber quando a solução iria acontecer.
